time,cycle,analyzer_signal,score,confidence,min_conf,close,open_positions,pending_orders,analyzer_error,analyzer_error_msg,final_signal,reject_reason,order_type,is_trade_allowed,deviation_pips,rr_ratio,context,entry_source,entry_distance_pips,entry_distance_atr,zone_meta_json
2025-12-31 10:00:00,129,NONE,56.2,56.1,9.0,4322.92,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 10:15:00,130,NONE,51.6,36.4,9.0,4326.18,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 10:30:00,131,NONE,51.0,34.0,9.0,4317.45,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 10:45:00,132,NONE,52.7,41.6,9.0,4307.41,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 11:00:00,133,NONE,52.9,43.1,9.0,4317.18,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 11:15:00,134,NONE,52.1,38.5,9.0,4323.77,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 11:30:00,135,NONE,51.8,37.1,9.0,4336.2,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 11:45:00,136,NONE,51.4,35.1,9.0,4325.78,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 12:00:00,137,NONE,49.1,31.8,9.0,4327.06,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 12:15:00,138,NONE,50.5,27.5,9.0,4319.73,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 12:30:00,139,NONE,50.1,28.1,9.0,4307.28,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 12:45:00,140,NONE,49.5,30.4,9.0,4306.71,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 13:00:00,141,SELL,44.5,52.1,9.0,4313.93,0,0,False,,SELL,Deviation exceeded without sufficient confidence.,NONE,False,65.86500000000342,0.0,,,,,
2025-12-31 13:15:00,142,NONE,44.2,53.5,9.0,4311.31,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 13:30:00,143,NONE,44.1,53.8,9.0,4312.62,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 13:45:00,144,NONE,44.3,53.4,9.0,4311.01,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 14:00:00,145,NONE,48.6,35.0,9.0,4308.96,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 14:15:00,146,NONE,49.2,32.4,9.0,4307.07,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 14:30:00,147,SELL,43.6,56.1,9.0,4317.15,0,0,False,,SELL,Risk validation failed.,NONE,False,33.66500000000997,1.499999999999995,,,,,
2025-12-31 14:45:00,148,NONE,43.3,57.0,9.0,4313.77,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 15:00:00,149,NONE,46.9,47.6,9.0,4311.76,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 15:15:00,150,NONE,51.7,36.3,9.0,4328.61,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 15:30:00,151,NONE,50.0,33.7,9.0,4333.06,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 15:45:00,152,NONE,66.6,70.7,9.0,4345.81,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 16:00:00,153,NONE,65.1,70.2,9.0,4340.17,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 16:15:00,154,NONE,47.8,44.1,9.0,4337.13,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 16:30:00,155,NONE,65.3,71.2,9.0,4344.07,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 16:45:00,156,NONE,61.4,66.2,9.0,4345.87,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 17:00:00,157,NONE,47.9,44.6,9.0,4331.8,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 17:15:00,158,NONE,47.9,44.8,9.0,4337.19,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 17:30:00,159,NONE,47.6,46.3,9.0,4331.11,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 17:45:00,160,NONE,52.3,36.2,9.0,4337.36,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 18:00:00,161,NONE,49.2,39.2,9.0,4324.03,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 18:15:00,162,NONE,49.1,39.8,9.0,4325.59,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 18:30:00,163,NONE,49.0,40.2,9.0,4319.86,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 18:45:00,164,NONE,49.6,37.5,9.0,4323.04,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 19:00:00,165,NONE,49.0,40.2,9.0,4323.44,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 19:15:00,166,NONE,49.1,39.8,9.0,4320.71,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 19:30:00,167,NONE,49.4,38.2,9.0,4325.55,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 19:45:00,168,NONE,49.4,38.3,9.0,4321.95,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 20:00:00,169,NONE,48.4,38.6,9.0,4327.67,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 20:15:00,170,NONE,48.3,38.9,9.0,4328.59,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 20:30:00,171,NONE,47.9,40.8,9.0,4322.14,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 20:45:00,172,NONE,48.0,40.5,9.0,4319.75,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 21:00:00,173,NONE,48.0,40.3,9.0,4317.93,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 21:15:00,174,NONE,48.0,40.4,9.0,4317.76,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 21:30:00,175,NONE,48.7,38.4,9.0,4310.93,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 21:45:00,176,SELL,41.3,62.6,9.0,4311.46,0,0,False,,SELL,Risk validation failed.,NONE,False,32.219999999997526,1.5,,,,,
2025-12-31 22:00:00,177,NONE,47.1,44.6,9.0,4314.98,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 22:15:00,178,NONE,40.7,63.4,9.0,4314.83,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 22:30:00,179,NONE,48.0,40.2,9.0,4321.15,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 22:45:00,180,NONE,48.4,38.5,9.0,4313.31,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 23:00:00,181,NONE,47.2,42.7,9.0,4313.14,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 23:15:00,182,NONE,39.3,64.0,9.0,4310.04,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 23:30:00,183,NONE,40.3,63.0,9.0,4314.74,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2025-12-31 23:45:00,184,NONE,41.5,62.3,9.0,4319.91,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 01:00:00,185,NONE,47.0,46.1,9.0,4330.97,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 01:15:00,186,NONE,46.9,46.5,9.0,4340.96,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 01:30:00,187,NONE,46.3,48.1,9.0,4345.32,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 01:45:00,188,NONE,46.4,47.8,9.0,4348.34,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 02:00:00,189,NONE,42.1,61.3,9.0,4348.01,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 02:15:00,190,NONE,42.2,61.2,9.0,4347.25,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 02:30:00,191,NONE,43.7,58.3,9.0,4349.67,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 02:45:00,192,NONE,53.8,40.0,9.0,4354.15,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 03:00:00,193,NONE,41.5,63.1,9.0,4346.66,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 03:15:00,194,NONE,42.6,61.2,9.0,4349.25,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 03:30:00,195,NONE,42.1,61.2,9.0,4346.64,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 03:45:00,196,NONE,41.6,62.0,9.0,4348.0,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 04:00:00,197,NONE,41.4,61.4,9.0,4346.97,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 04:15:00,198,NONE,42.6,60.0,9.0,4347.83,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 04:30:00,199,NONE,43.2,58.5,9.0,4351.52,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 04:45:00,200,NONE,63.9,65.6,9.0,4362.99,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 05:00:00,201,BUY,63.4,65.3,9.0,4369.0,0,0,False,,BUY,Risk validation failed.,NONE,False,25.172919896886015,1.700000000000002,,,,,
2026-01-02 05:15:00,202,BUY,63.9,65.5,9.0,4369.09,0,0,False,,BUY,Risk validation failed.,NONE,False,39.59000000000742,1.5000000000000049,,,,,
2026-01-02 05:30:00,203,BUY,64.1,65.6,9.0,4373.78,0,0,False,,BUY,Risk validation failed.,NONE,False,23.561124822199417,1.7,,,,,
2026-01-02 05:45:00,204,BUY,64.3,65.7,9.0,4375.19,0,0,False,,BUY,Risk validation failed.,NONE,False,33.84499999999207,1.5,,,,,
2026-01-02 06:00:00,205,BUY,64.2,65.6,9.0,4374.84,0,0,False,,BUY,Risk validation failed.,NONE,False,30.344999999997526,1.4999999999999956,,,,,
2026-01-02 06:15:00,206,BUY,64.1,65.5,9.0,4373.62,0,0,False,,BUY,Risk validation failed.,NONE,False,18.14499999999498,1.5000000000000044,,,,,
2026-01-02 06:30:00,207,BUY,63.6,65.1,9.0,4375.43,0,0,False,,BUY,Risk validation failed.,NONE,False,36.24499999999898,1.5,,,,,
2026-01-02 06:45:00,208,BUY,63.0,63.7,9.0,4373.19,0,0,False,,BUY,Risk validation failed.,NONE,False,13.84499999999207,1.5,,,,,
2026-01-02 07:00:00,209,BUY,64.5,65.7,9.0,4377.7,0,0,False,,BUY,Risk validation failed.,NONE,False,19.766380332212066,2.0,,,,,
2026-01-02 07:15:00,210,BUY,65.0,66.4,9.0,4378.53,0,0,False,,BUY,Risk validation failed.,NONE,False,19.16118314189589,2.0,,,,,
2026-01-02 07:30:00,211,BUY,63.1,64.6,9.0,4378.79,0,0,False,,BUY,Risk validation failed.,NONE,False,17.45101412162512,2.0,,,,,
2026-01-02 07:45:00,212,BUY,64.6,65.6,9.0,4380.68,0,0,False,,BUY,Risk validation failed.,NONE,False,16.52515496139131,2.0,,,,,
2026-01-02 08:00:00,213,BUY,64.0,65.2,9.0,4375.21,0,0,False,,BUY,Risk validation failed.,NONE,False,34.044999999996435,1.5,,,,,
2026-01-02 08:15:00,214,BUY,66.2,67.5,9.0,4379.85,0,0,False,,BUY,Risk validation failed.,NONE,False,17.791746502252863,2.0,,,,,
2026-01-02 08:30:00,215,BUY,65.0,65.7,9.0,4374.47,0,0,False,,BUY,Risk validation failed.,NONE,False,26.644999999998618,1.5,,,,,
2026-01-02 08:45:00,216,BUY,65.9,67.3,9.0,4374.73,0,0,False,,BUY,Risk validation failed.,NONE,False,29.244999999991705,1.5,,,,,
2026-01-02 09:00:00,217,BUY,64.5,65.3,9.0,4377.3,0,0,False,,BUY,Risk validation failed.,NONE,False,16.849875348352725,2.0,,,,,
2026-01-02 09:15:00,218,BUY,65.2,66.1,9.0,4373.91,0,0,False,,BUY,Risk validation failed.,NONE,False,21.044999999994616,1.5,,,,,
2026-01-02 09:30:00,219,BUY,63.6,64.5,9.0,4375.79,0,0,False,,BUY,Risk validation failed.,NONE,False,39.84499999999571,1.5,,,,,
2026-01-02 09:45:00,220,BUY,64.8,65.4,9.0,4382.81,0,0,False,,BUY,Risk validation failed.,NONE,False,19.3861897237457,2.0,,,,,
2026-01-02 10:00:00,221,BUY,66.7,69.4,9.0,4385.11,0,0,False,,BUY,Risk validation failed.,NONE,False,19.28101976321159,2.0,,,,,
2026-01-02 10:15:00,222,BUY,66.0,69.1,9.0,4385.36,0,0,False,,BUY,Risk validation failed.,NONE,False,18.449445511323574,2.0,,,,,
2026-01-02 10:30:00,223,BUY,68.5,69.9,9.0,4390.54,0,0,False,,BUY,Risk validation failed.,NONE,False,18.735239009702127,2.0,,,,,
2026-01-02 10:45:00,224,BUY,68.0,69.8,9.0,4387.04,0,0,False,,BUY,Risk validation failed.,NONE,False,4.56000000000131,1.5,,,,,
2026-01-02 11:00:00,225,BUY,68.2,69.8,9.0,4390.11,0,0,False,,BUY,Risk validation failed.,NONE,False,35.2599999999984,1.5,,,,,
2026-01-02 11:15:00,226,NONE,49.2,41.4,9.0,4388.8,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 11:30:00,227,NONE,47.7,46.4,9.0,4388.72,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 11:45:00,228,NONE,48.6,44.0,9.0,4385.48,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 12:00:00,229,NONE,46.3,49.4,9.0,4388.19,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 12:15:00,230,NONE,46.3,49.3,9.0,4386.44,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 12:30:00,231,NONE,47.5,44.9,9.0,4393.74,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 12:45:00,232,NONE,46.6,47.7,9.0,4396.12,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 13:00:00,233,NONE,46.5,48.3,9.0,4395.17,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 13:15:00,234,NONE,45.2,51.8,9.0,4394.5,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 13:30:00,235,NONE,47.0,45.9,9.0,4395.05,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 13:45:00,236,NONE,51.5,29.7,9.0,4393.0,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 14:00:00,237,NONE,47.2,44.8,9.0,4395.33,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 14:15:00,238,NONE,49.6,34.4,9.0,4393.22,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 14:30:00,239,NONE,45.4,51.9,9.0,4388.06,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 14:45:00,240,NONE,45.6,51.4,9.0,4394.42,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 15:00:00,241,NONE,49.3,39.6,9.0,4399.87,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 15:15:00,242,NONE,47.0,50.7,9.0,4374.61,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 15:30:00,243,NONE,49.1,40.2,9.0,4372.54,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 15:45:00,244,NONE,42.1,64.3,9.0,4365.99,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 16:00:00,245,NONE,41.8,64.7,9.0,4370.31,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 16:15:00,246,NONE,42.1,64.2,9.0,4368.51,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 16:30:00,247,NONE,42.8,63.6,9.0,4356.42,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 16:45:00,248,NONE,42.4,64.4,9.0,4353.6,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 17:00:00,249,NONE,42.4,63.4,9.0,4340.76,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 17:15:00,250,SELL,38.3,68.1,9.0,4336.62,0,0,False,,SELL,Risk validation failed.,NONE,False,40.510865203441426,2.0,,,,,
2026-01-02 17:30:00,251,SELL,35.3,69.4,9.0,4346.09,0,0,False,,SELL,Risk validation failed.,NONE,False,41.347884460092246,2.0,,,,,
2026-01-02 17:45:00,252,SELL,38.8,67.6,9.0,4335.43,0,0,False,,SELL,Risk validation failed.,NONE,False,41.34104382293117,2.0,,,,,
2026-01-02 18:00:00,253,SELL,39.0,67.5,9.0,4322.54,0,0,False,,SELL,Risk validation failed.,NONE,False,42.90375184822551,2.0,,,,,
2026-01-02 18:15:00,254,SELL,37.3,68.5,9.0,4321.69,0,0,False,,SELL,Risk validation failed.,NONE,False,46.895000000004075,1.5000000000000056,,,,,
2026-01-02 18:30:00,255,SELL,33.9,71.2,9.0,4325.89,0,0,False,,SELL,Risk validation failed.,NONE,False,41.024797276249956,2.0,,,,,
2026-01-02 18:45:00,256,NONE,32.9,71.3,9.0,4326.51,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 19:00:00,257,SELL,32.9,70.1,9.0,4330.26,0,0,False,,SELL,Risk validation failed.,NONE,False,36.65168779479245,2.0,,,,,
2026-01-02 19:15:00,258,NONE,30.6,69.7,9.0,4328.81,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 19:30:00,259,SELL,32.9,70.1,9.0,4326.41,0,0,False,,SELL,Risk validation failed.,NONE,False,33.821444094137405,2.0,,,,,
2026-01-02 19:45:00,260,SELL,37.5,68.0,9.0,4323.02,0,0,False,,SELL,Risk validation failed.,NONE,False,33.59499999999571,1.5,,,,,
2026-01-02 20:00:00,261,SELL,35.0,66.8,9.0,4314.51,0,0,False,,SELL,Risk validation failed.,NONE,False,31.80085688548388,2.0,,,,,
2026-01-02 20:15:00,262,SELL,35.3,66.3,9.0,4318.6,0,0,False,,SELL,Risk validation failed.,NONE,False,34.21999999999571,1.5,,,,,
2026-01-02 20:30:00,263,SELL,34.9,66.8,9.0,4312.47,0,0,False,,SELL,Risk validation failed.,NONE,False,31.824915262805007,2.0,,,,,
2026-01-02 20:45:00,264,SELL,34.9,66.8,9.0,4315.22,0,0,False,,SELL,Risk validation failed.,NONE,False,68.0199999999968,1.5,,,,,
2026-01-02 21:00:00,265,SELL,34.9,66.7,9.0,4321.49,0,0,False,,SELL,Risk validation failed.,NONE,False,5.320000000001528,1.4999999999999947,,,,,
2026-01-02 21:15:00,266,SELL,35.0,66.7,9.0,4318.55,0,0,False,,SELL,Risk validation failed.,NONE,False,27.120442264622397,2.0,,,,,
2026-01-02 21:30:00,267,SELL,35.0,66.2,9.0,4322.8,0,0,False,,SELL,Risk validation failed.,NONE,False,35.794999999998254,1.5,,,,,
2026-01-02 21:45:00,268,SELL,35.0,66.1,9.0,4318.25,0,0,False,,SELL,Risk validation failed.,NONE,False,25.616447378088196,2.0,,,,,
2026-01-02 22:00:00,269,SELL,35.9,65.7,9.0,4319.95,0,0,False,,SELL,Risk validation failed.,NONE,False,23.961240609796732,2.0,,,,,
2026-01-02 22:15:00,270,SELL,35.1,66.0,9.0,4328.58,0,0,False,,SELL,Risk validation failed.,NONE,False,25.28963480839593,2.0,,,,,
2026-01-02 22:30:00,271,SELL,35.6,65.8,9.0,4326.87,0,0,False,,SELL,Risk validation failed.,NONE,False,23.5782584071967,2.0,,,,,
2026-01-02 22:45:00,272,SELL,37.1,64.7,9.0,4331.51,0,0,False,,SELL,Risk validation failed.,NONE,False,22.578507206171707,1.700000000000005,,,,,
2026-01-02 23:00:00,273,SELL,37.3,63.7,9.0,4329.01,0,0,False,,SELL,Risk validation failed.,NONE,False,21.571577605282073,1.7000000000000013,,,,,
2026-01-02 23:15:00,274,NONE,34.9,65.6,9.0,4328.89,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-02 23:30:00,275,SELL,36.8,63.9,9.0,4328.6,0,0,False,,SELL,Risk validation failed.,NONE,False,18.201159056943652,1.7000000000000024,,,,,
2026-01-02 23:45:00,276,NONE,38.5,62.3,9.0,4333.1,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-05 01:00:00,277,NONE,53.0,39.3,9.0,4370.3,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-05 01:15:00,278,NONE,50.2,28.0,9.0,4366.96,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-05 01:30:00,279,NONE,48.7,32.2,9.0,4362.22,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-05 01:45:00,280,NONE,49.5,28.9,9.0,4372.5,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-05 02:00:00,281,NONE,48.1,34.6,9.0,4377.97,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-05 02:15:00,282,NONE,48.5,32.7,9.0,4387.04,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-05 02:30:00,283,NONE,49.6,29.2,9.0,4387.96,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-05 02:45:00,284,NONE,49.6,29.2,9.0,4395.05,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-05 03:00:00,285,NONE,59.5,61.3,9.0,4402.97,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-05 03:15:00,286,NONE,46.8,40.9,9.0,4396.08,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
2026-01-05 03:30:00,287,BUY,63.8,65.1,9.0,4404.2,0,0,False,,BUY,Risk validation failed.,NONE,False,39.70454569361209,2.0,,,,,
2026-01-05 03:45:00,288,NONE,45.9,43.9,9.0,4402.03,0,0,False,,NONE,ANALYZER_NONE,,,,,,,,,
